Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1366	44.235	45.688	47.140	48.592	50.044	51.497	52.949	54.401	55.854
1367	44.237	45.689	47.142	48.594	50.046	51.499	52.951	54.403	55.856
1368	44.239	45.691	47.143	48.596	50.048	51.500	52.953	54.405	55.858
1369	44.238	45.691	47.144	48.597	50.050	51.503	52.956	54.409	55.862
1370	44.240	45.693	47.146	48.599	50.052	51.505	52.958	54.411	55.864
1371	44.241	45.694	47.147	48.601	50.054	51.507	52.960	54.413	55.866
1372	44.243	45.696	47.149	48.602	50.056	51.509	52.962	54.415	55.868
1373	44.245	45.698	47.151	48.604	50.057	51.510	52.964	54.417	55.870
1374	44.246	45.699	47.153	48.606	50.059	51.512	52.966	54.419	55.872
1375	44.248	45.701	47.154	48.608	50.061	51.514	52.968	54.421	55.874
1376	44.250	45.703	47.156	48.609	50.063	51.516	52.969	54.423	55.876
1377	44.251	45.704	47.158	48.611	50.065	51.518	52.971	54.425	55.878
1378	44.253	45.706	47.160	48.613	50.066	51.520	52.973	54.427	55.880
1379	44.252	45.706	47.160	48.614	50.068	51.522	52.976	54.430	55.884
1380	44.254	45.708	47.162	48.616	50.070	51.524	52.978	54.432	55.886
1381	44.256	45.710	47.164	48.618	50.072	51.526	52.980	54.434	55.888
1382	44.257	45.711	47.165	48.620	50.074	51.528	52.982	54.436	55.890
1383	44.259	45.713	47.167	48.621	50.076	51.530	52.984	54.438	55.892
1384	44.260	45.715	47.169	48.623	50.077	51.532	52.986	54.440	55.894
1385	44.262	45.716	47.171	48.625	50.079	51.533	52.988	54.442	55.896
1386	44.264	45.718	47.172	48.627	50.081	51.535	52.990	54.444	55.898
1387	44.265	45.720	47.174	48.628	50.083	51.537	52.992	54.446	55.900
1388	44.265	45.720	47.175	48.630	50.085	51.540	52.995	54.449	55.904
1389	44.266	45.721	47.176	48.631	50.086	51.541	52.996	54.451	55.906
1390	44.268	45.723	47.178	48.633	50.088	51.543	52.998	54.453	55.908
1391	44.270	45.725	47.180	48.635	50.090	51.545	53.000	54.455	55.910
1392	44.271	45.726	47.181	48.637	50.092	51.547	53.002	54.457	55.912
1393	44.273	45.728	47.183	48.638	50.094	51.549	53.004	54.459	55.914
1394	44.274	45.730	47.185	48.640	50.095	51.551	53.006	54.461	55.916
1395	44.276	45.731	47.187	48.642	50.097	51.553	53.008	54.463	55.918
1396	44.277	45.733	47.188	48.644	50.099	51.554	53.010	54.465	55.921
1397	44.279	45.735	47.190	48.645	50.101	51.556	53.012	54.467	55.923
1398	44.279	45.735	47.191	48.647	50.103	51.559	53.015	54.471	55.927
1399	44.280	45.736	47.192	48.648	50.104	51.560	53.016	54.473	55.929
1400	44.282	45.738	47.194	48.650	50.106	51.562	53.018	54.474	55.931
1401	44.283	45.739	47.196	48.652	50.108	51.564	53.020	54.476	55.932
1402	44.285	45.741	47.197	48.654	50.110	51.566	53.022	54.478	55.934
1403	44.287	45.743	47.199	48.655	50.112	51.568	53.024	54.480	55.936
1404	44.288	45.744	47.201	48.657	50.113	51.570	53.026	54.482	55.938
1405	44.290	45.746	47.202	48.659	50.115	51.571	53.028	54.484	55.940
1406	44.291	45.748	47.204	48.660	50.117	51.573	53.030	54.486	55.942
1407	44.293	45.749	47.206	48.662	50.119	51.575	53.031	54.488	55.944
1408	44.292	45.749	47.206	48.663	50.120	51.577	53.034	54.491	55.948
1409	44.294	45.751	47.208	48.665	50.122	51.579	53.036	54.493	55.950
1410	44.295	45.753	47.210	48.667	50.124	51.581	53.038	54.495	55.952
1411	44.297	45.754	47.211	48.669	50.126	51.583	53.040	54.497	55.954
1412	44.299	45.756	47.213	48.670	50.127	51.585	53.042	54.499	55.956
1413	44.300	45.757	47.215	48.672	50.129	51.586	53.044	54.501	55.958
1414	44.302	45.759	47.216	48.674	50.131	51.588	53.046	54.503	55.960
1415	44.303	45.761	47.218	48.675	50.133	51.590	53.047	54.505	55.962
1416	44.305	45.762	47.220	48.677	50.134	51.592	53.049	54.507	55.964
1417	44.304	45.762	47.220	48.678	50.136	51.594	53.052	54.510	55.968
1418	44.306	45.764	47.222	48.680	50.138	51.596	53.054	54.512	55.970
1419	44.307	45.766	47.224	48.682	50.140	51.598	53.056	54.514	55.972
1420	44.309	45.767	47.225	48.683	50.142	51.600	53.058	54.516	55.974
1421	44.311	45.769	47.227	48.685	50.143	51.601	53.060	54.518	55.976
1422	44.312	45.770	47.228	48.687	50.145	51.603	53.061	54.520	55.978
1423	44.314	45.772	47.230	48.688	50.147	51.605	53.063	54.521	55.980
1424	44.315	45.773	47.232	48.690	50.148	51.607	53.065	54.523	55.982
1425	44.317	45.775	47.233	48.692	50.150	51.609	53.067	54.525	55.984
1426	44.318	45.777	47.235	48.693	50.152	51.610	53.069	54.527	55.986
1427	44.318	45.777	47.236	48.695	50.154	51.613	53.072	54.531	55.989
1428	44.319	45.778	47.237	48.696	50.155	51.614	53.073	54.532	55.991
1429	44.321	45.780	47.239	48.698	50.157	51.616	53.075	54.534	55.993
1430	44.322	45.781	47.241	48.700	50.159	51.618	53.077	54.536	55.995
1431	44.324	45.783	47.242	48.701	50.161	51.620	53.079	54.538	55.997
1432	44.325	45.785	47.244	48.703	50.162	51.622	53.081	54.540	55.999
1433	44.327	45.786	47.245	48.705	50.164	51.623	53.083	54.542	56.001
1434	44.328	45.788	47.247	48.706	50.166	51.625	53.084	54.544	56.003
1435	44.330	45.789	47.249	48.708	50.167	51.627	53.086	54.546	56.005
1436	44.332	45.791	47.250	48.710	50.169	51.629	53.088	54.547	56.007
1437	44.331	45.791	47.251	48.711	50.171	51.631	53.091	54.551	56.011
1438	44.333	45.793	47.253	48.713	50.173	51.633	53.093	54.553	56.013
1439	44.334	45.794	47.254	48.714	50.174	51.634	53.094	54.555	56.015
1440	44.336	45.796	47.256	48.716	50.176	51.636	53.096	54.556	56.016
1441	44.337	45.797	47.257	48.718	50.178	51.638	53.098	54.558	56.018
1442	44.339	45.799	47.259	48.719	50.179	51.640	53.100	54.560	56.020
1443	44.340	45.800	47.261	48.721	50.181	51.641	53.102	54.562	56.022
1444	44.342	45.802	47.262	48.722	50.183	51.643	53.103	54.564	56.024
1445	44.343	45.803	47.264	48.724	50.184	51.645	53.105	54.566	56.026
1446	44.345	45.805	47.265	48.726	50.186	51.647	53.107	54.567	56.028
1447	44.344	45.805	47.266	48.727	50.188	51.649	53.110	54.571	56.032
1448	44.346	45.807	47.268	48.729	50.190	51.651	53.112	54.573	56.034
1449	44.347	45.808	47.269	48.730	50.191	51.652	53.113	54.575	56.036
1450	44.349	45.810	47.271	48.732	50.193	51.654	53.115	54.576	56.037
1451	44.350	45.811	47.272	48.734	50.195	51.656	53.117	54.578	56.039
1452	44.352	45.813	47.274	48.735	50.196	51.658	53.119	54.580	56.041
1453	44.353	45.814	47.276	48.737	50.198	51.659	53.121	54.582	56.043
1454	44.355	45.816	47.277	48.738	50.200	51.661	53.122	54.584	56.045
1455	44.356	45.817	47.279	48.740	50.202	51.663	53.124	54.586	56.047
1456	44.356	45.817	47.279	48.741	50.203	51.665	53.127	54.589	56.051
1457	44.357	45.819	47.281	48.743	50.205	51.667	53.129	54.591	56.053
1458	44.358	45.820	47.282	48.744	50.206	51.669	53.131	54.593	56.055
1459	44.360	45.822	47.284	48.746	50.208	51.670	53.132	54.594	56.056
1460	44.361	45.824	47.286	48.748	50.210	51.672	53.134	54.596	56.058
1461	44.363	45.825	47.287	48.749	50.212	51.674	53.136	54.598	56.060
1462	44.364	45.827	47.289	48.751	50.213	51.675	53.138	54.600	56.062
1463	44.366	45.828	47.290	48.753	50.215	51.677	53.139	54.602	56.064
1464	44.367	45.830	47.292	48.754	50.217	51.679	53.141	54.604	56.066
1465	44.369	45.831	47.293	48.756	50.218	51.681	53.143	54.605	56.068
1466	44.368	45.831	47.294	48.757	50.220	51.683	53.146	54.609	56.072
1467	44.370	45.833	47.296	48.759	50.222	51.685	53.148	54.610	56.073
1468	44.371	45.834	47.297	48.760	50.223	51.686	53.149	54.612	56.075
1469	44.373	45.836	47.299	48.762	50.225	51.688	53.151	54.614	56.077
1470	44.374	45.837	47.300	48.763	50.226	51.690	53.153	54.616	56.079
1471	44.376	45.839	47.302	48.765	50.228	51.691	53.154	54.618	56.081
1472	44.377	45.840	47.304	48.767	50.230	51.693	53.156	54.619	56.083
1473	44.379	45.842	47.305	48.768	50.232	51.695	53.158	54.621	56.084
1474	44.380	45.843	47.307	48.770	50.233	51.696	53.160	54.623	56.086
1475	44.381	45.845	47.308	48.771	50.235	51.698	53.161	54.625	56.088
1476	44.381	45.845	47.309	48.773	50.236	51.700	53.164	54.628	56.092
1477	44.382	45.846	47.310	48.774	50.238	51.702	53.166	54.630	56.094
1478	44.384	45.848	47.312	48.776	50.240	51.704	53.168	54.632	56.096
1479	44.385	45.849	47.313	48.777	50.241	51.705	53.169	54.634	56.098
1480	44.387	45.851	47.315	48.779	50.243	51.707	53.171	54.635	56.099
1481	44.388	45.852	47.316	48.781	50.245	51.709	53.173	54.637	56.101
1482	44.390	45.854	47.318	48.782	50.246	51.710	53.175	54.639	56.103
1483	44.391	45.855	47.320	48.784	50.248	51.712	53.176	54.641	56.105
1484	44.393	45.857	47.321	48.785	50.250	51.714	53.178	54.642	56.107
1485	44.394	45.858	47.323	48.787	50.251	51.716	53.180	54.644	56.108
1486	44.395	45.860	47.324	48.789	50.253	51.717	53.182	54.646	56.110
1487	44.395	45.860	47.325	48.790	50.254	51.719	53.184	54.649	56.114
1488	44.396	45.861	47.326	48.791	50.256	51.721	53.186	54.651	56.116
1489	44.398	45.863	47.328	48.793	50.258	51.723	53.188	54.653	56.118
1490	44.399	45.864	47.329	48.794	50.259	51.724	53.190	54.655	56.120
1491	44.401	45.866	47.331	48.796	50.261	51.726	53.191	54.656	56.121
1492	44.402	45.867	47.332	48.798	50.263	51.728	53.193	54.658	56.123
1493	44.403	45.869	47.334	48.799	50.264	51.730	53.195	54.660	56.125
1494	44.405	45.870	47.335	48.801	50.266	51.731	53.196	54.662	56.127
1495	44.406	45.872	47.337	48.802	50.268	51.733	53.198	54.663	56.129
1496	44.408	45.873	47.338	48.804	50.269	51.734	53.200	54.665	56.130
1497	44.407	45.873	47.339	48.805	50.271	51.737	53.202	54.668	56.134
1498	44.409	45.875	47.341	48.806	50.272	51.738	53.204	54.670	56.136
1499	44.410	45.876	47.342	48.808	50.274	51.740	53.206	54.672	56.138
1500	44.411	45.877	47.344	48.810	50.276	51.742	53.208	54.674	56.140
1501	44.413	45.879	47.345	48.811	50.277	51.743	53.209	54.675	56.142
1502	44.414	45.880	47.347	48.813	50.279	51.745	53.211	54.677	56.143
1503	44.416	45.882	47.348	48.814	50.280	51.747	53.213	54.679	56.145
1504	44.417	45.883	47.350	48.816	50.282	51.748	53.214	54.681	56.147
1505	44.419	45.885	47.351	48.817	50.284	51.750	53.216	54.682	56.149
1506	44.420	45.886	47.353	48.819	50.285	51.752	53.218	54.684	56.150
1507	44.419	45.886	47.353	48.820	50.287	51.754	53.221	54.687	56.154
1508	44.421	45.888	47.355	48.821	50.288	51.755	53.222	54.689	56.156
1509	44.422	45.889	47.356	48.823	50.290	51.757	53.224	54.691	56.158
1510	44.424	45.891	47.358	48.825	50.292	51.759	53.226	54.693	56.160
1511	44.425	45.892	47.359	48.826	50.293	51.760	53.227	54.694	56.161
1512	44.426	45.894	47.361	48.828	50.295	51.762	53.229	54.696	56.163
1513	44.428	45.895	47.362	48.829	50.296	51.764	53.231	54.698	56.165
1514	44.429	45.896	47.364	48.831	50.298	51.765	53.232	54.700	56.167
1515	44.431	45.898	47.365	48.832	50.300	51.767	53.234	54.701	56.169
1516	44.432	45.899	47.367	48.834	50.301	51.768	53.236	54.703	56.170
1517	44.431	45.899	47.367	48.835	50.303	51.771	53.238	54.706	56.174
1518	44.433	45.901	47.369	48.836	50.304	51.772	53.240	54.708	56.176
1519	44.434	45.902	47.370	48.838	50.306	51.774	53.242	54.710	56.178
1520	44.436	45.904	47.372	48.840	50.308	51.775	53.243	54.711	56.179
1521	44.437	45.905	47.373	48.841	50.309	51.777	53.245	54.713	56.181
1522	44.438	45.907	47.375	48.843	50.311	51.779	53.247	54.715	56.183
1523	44.440	45.908	47.376	48.844	50.312	51.780	53.248	54.717	56.185
1524	44.441	45.909	47.377	48.846	50.314	51.782	53.250	54.718	56.186
1525	44.443	45.911	47.379	48.847	50.315	51.784	53.252	54.720	56.188
1526	44.444	45.912	47.380	48.849	50.317	51.785	53.254	54.722	56.190
1527	44.443	45.912	47.381	48.850	50.318	51.787	53.256	54.725	56.194
1528	44.445	45.914	47.382	48.851	50.320	51.789	53.258	54.727	56.195
1529	44.446	45.915	47.384	48.853	50.322	51.791	53.259	54.728	56.197
1530	44.447	45.916	47.385	48.854	50.323	51.792	53.261	54.730	56.199
1531	44.449	45.918	47.387	48.856	50.325	51.794	53.263	54.732	56.201
1532	44.450	45.919	47.388	48.857	50.326	51.795	53.264	54.733	56.203
1533	44.452	45.921	47.390	48.859	50.328	51.797	53.266	54.735	56.204
1534	44.453	45.922	47.391	48.860	50.330	51.799	53.268	54.737	56.206
1535	44.454	45.924	47.393	48.862	50.331	51.800	53.269	54.739	56.208
1536	44.456	45.925	47.394	48.863	50.333	51.802	53.271	54.740	56.209
1537	44.457	45.926	47.396	48.865	50.334	51.803	53.273	54.742	56.211
1538	44.456	45.926	47.396	48.866	50.336	51.806	53.275	54.745	56.215
1539	44.458	45.928	47.398	48.867	50.337	51.807	53.277	54.747	56.217
1540	44.459	45.929	47.399	48.869	50.339	51.809	53.279	54.748	56.218
1541	44.461	45.931	47.401	48.870	50.340	51.810	53.280	54.750	56.220
1542	44.462	45.932	47.402	48.872	50.342	51.812	53.282	54.752	56.222
1543	44.463	45.933	47.403	48.873	50.344	51.814	53.284	54.754	56.224
1544	44.465	45.935	47.405	48.875	50.345	51.815	53.285	54.755	56.225
1545	44.466	45.936	47.406	48.876	50.347	51.817	53.287	54.757	56.227
1546	44.467	45.938	47.408	48.878	50.348	51.818	53.288	54.759	56.229
1547	44.469	45.939	47.409	48.879	50.350	51.820	53.290	54.760	56.231
1548	44.468	45.939	47.410	48.880	50.351	51.822	53.293	54.763	56.234
1549	44.469	45.940	47.411	48.882	50.353	51.824	53.294	54.765	56.236
1550	44.471	45.942	47.413	48.883	50.354	51.825	53.296	54.767	56.238
1551	44.472	45.943	47.414	48.885	50.356	51.827	53.298	54.768	56.239
1552	44.474	45.944	47.415	48.886	50.357	51.828	53.299	54.770	56.241
1553	44.475	45.946	47.417	48.888	50.359	51.830	53.301	54.772	56.243
1554	44.476	45.947	47.418	48.889	50.360	51.831	53.302	54.773	56.245
1555	44.478	45.949	47.420	48.891	50.362	51.833	53.304	54.775	56.246
1556	44.479	45.950	47.421	48.892	50.364	51.835	53.306	54.777	56.248
1557	44.480	45.952	47.423	48.894	50.365	51.836	53.307	54.778	56.250
1558	44.482	45.953	47.424	48.895	50.366	51.838	53.309	54.780	56.251
1559	44.481	45.953	47.425	48.896	50.368	51.840	53.312	54.783	56.255
1560	44.482	45.954	47.426	48.898	50.370	51.841	53.313	54.785	56.257
1561	44.484	45.956	47.427	48.899	50.371	51.843	53.315	54.787	56.258
1562	44.485	45.957	47.429	48.901	50.373	51.844	53.316	54.788	56.260
1563	44.486	45.958	47.430	48.902	50.374	51.846	53.318	54.790	56.262
1564	44.488	45.960	47.432	48.904	50.376	51.848	53.320	54.792	56.264
1565	44.489	45.961	47.433	48.905	50.377	51.849	53.321	54.793	56.265
1566	44.490	45.963	47.435	48.907	50.379	51.851	53.323	54.795	56.267
1567	44.492	45.964	47.436	48.908	50.380	51.852	53.324	54.797	56.269
1568	44.493	45.965	47.437	48.910	50.382	51.854	53.326	54.798	56.270
1569	44.492	45.965	47.438	48.910	50.383	51.856	53.329	54.801	56.274
1570	44.494	45.967	47.439	48.912	50.385	51.858	53.330	54.803	56.276
1571	44.495	45.968	47.441	48.914	50.386	51.859	53.332	54.805	56.277
1572	44.496	45.969	47.442	48.915	50.388	51.861	53.333	54.806	56.279
1573	44.498	45.971	47.444	48.916	50.389	51.862	53.335	54.808	56.281
1574	44.499	45.972	47.445	48.918	50.391	51.864	53.337	54.810	56.282
1575	44.500	45.973	47.446	48.919	50.392	51.865	53.338	54.811	56.284
1576	44.502	45.975	47.448	48.921	50.394	51.867	53.340	54.813	56.286
1577	44.503	45.976	47.449	48.922	50.395	51.868	53.341	54.814	56.288
1578	44.504	45.978	47.451	48.924	50.397	51.870	53.343	54.816	56.289
1579	44.506	45.979	47.452	48.925	50.398	51.871	53.345	54.818	56.291
1580	44.505	45.979	47.452	48.926	50.400	51.873	53.347	54.821	56.295
1581	44.506	45.980	47.454	48.928	50.401	51.875	53.349	54.823	56.296
1582	44.508	45.981	47.455	48.929	50.403	51.877	53.350	54.824	56.298
1583	44.509	45.983	47.457	48.930	50.404	51.878	53.352	54.826	56.300
1584	44.510	45.984	47.458	48.932	50.406	51.880	53.354	54.827	56.301
1585	44.512	45.986	47.459	48.933	50.407	51.881	53.355	54.829	56.303
1586	44.513	45.987	47.461	48.935	50.409	51.883	53.357	54.831	56.305
1587	44.514	45.988	47.462	48.936	50.410	51.884	53.358	54.832	56.306
1588	44.516	45.990	47.464	48.938	50.412	51.886	53.360	54.834	56.308
1589	44.517	45.991	47.465	48.939	50.413	51.887	53.361	54.835	56.310
1590	44.516	45.991	47.465	48.940	50.415	51.889	53.364	54.839	56.313
1591	44.518	45.992	47.467	48.942	50.416	51.891	53.366	54.840	56.315
1592	44.519	45.994	47.468	48.943	50.418	51.892	53.367	54.842	56.317
1593	44.520	45.995	47.470	48.944	50.419	51.894	53.369	54.843	56.318
1594	44.521	45.996	47.471	48.946	50.421	51.895	53.370	54.845	56.320
1595	44.523	45.998	47.472	48.947	50.422	51.897	53.372	54.847	56.321
1596	44.524	45.999	47.474	48.949	50.424	51.898	53.373	54.848	56.323
1597	44.525	46.000	47.475	48.950	50.425	51.900	53.375	54.850	56.325
1598	44.527	46.002	47.477	48.952	50.426	51.901	53.376	54.851	56.326
1599	44.528	46.003	47.478	48.953	50.428	51.903	53.378	54.853	56.328
1600	44.529	46.004	47.479	48.954	50.430	51.905	53.380	54.855	56.330
1601	44.529	46.004	47.480	48.955	50.431	51.907	53.382	54.858	56.333
1602	44.530	46.005	47.481	48.957	50.432	51.908	53.384	54.859	56.335
1603	44.531	46.007	47.483	48.958	50.434	51.910	53.385	54.861	56.337
1604	44.532	46.008	47.484	48.960	50.435	51.911	53.387	54.863	56.338
1605	44.534	46.009	47.485	48.961	50.437	51.913	53.388	54.864	56.340
1606	44.535	46.011	47.487	48.962	50.438	51.914	53.390	54.866	56.342
1607	44.536	46.012	47.488	48.964	50.440	51.916	53.392	54.867	56.343
1608	44.538	46.013	47.489	48.965	50.441	51.917	53.393	54.869	56.345
1609	44.539	46.015	47.491	48.967	50.443	51.919	53.395	54.871	56.347
1610	44.540	46.016	47.492	48.968	50.444	51.920	53.396	54.872	56.348
1611	44.541	46.017	47.494	48.970	50.446	51.922	53.398	54.874	56.350
1612	44.541	46.017	47.494	48.971	50.447	51.924	53.400	54.877	56.353
1613	44.542	46.019	47.495	48.972	50.448	51.925	53.402	54.878	56.355
1614	44.543	46.020	47.497	48.973	50.450	51.927	53.403	54.880	56.357
1615	44.545	46.021	47.498	48.975	50.451	51.928	53.405	54.882	56.358
1616	44.546	46.023	47.499	48.976	50.453	51.930	53.406	54.883	56.360
1617	44.547	46.024	47.501	48.978	50.454	51.931	53.408	54.885	56.361
1618	44.548	46.025	47.502	48.979	50.456	51.933	53.409	54.886	56.363
1619	44.550	46.027	47.504	48.980	50.457	51.934	53.411	54.888	56.365
1620	44.551	46.028	47.505	48.982	50.459	51.936	53.413	54.889	56.366
1621	44.552	46.029	47.506	48.983	50.460	51.937	53.414	54.891	56.368
1622	44.554	46.031	47.508	48.985	50.462	51.939	53.416	54.893	56.370
1623	44.553	46.030	47.508	48.985	50.463	51.941	53.418	54.896	56.373
1624	44.554	46.032	47.509	48.987	50.464	51.942	53.420	54.897	56.375
1625	44.555	46.033	47.511	48.988	50.466	51.944	53.421	54.899	56.376
1626	44.557	46.034	47.512	48.990	50.467	51.945	53.423	54.900	56.378
1627	44.558	46.036	47.513	48.991	50.469	51.947	53.424	54.902	56.380
1628	44.559	46.037	47.515	48.992	50.470	51.948	53.426	54.904	56.381
1629	44.560	46.038	47.516	48.994	50.472	51.950	53.427	54.905	56.383
1630	44.562	46.040	47.517	48.995	50.473	51.951	53.429	54.907	56.385
1631	44.563	46.041	47.519	48.997	50.475	51.952	53.430	54.908	56.386
1632	44.564	46.042	47.520	48.998	50.476	51.954	53.432	54.910	56.388
1633	44.563	46.042	47.520	48.999	50.477	51.956	53.434	54.913	56.391
1634	44.565	46.043	47.522	49.000	50.479	51.957	53.436	54.914	56.393
1635	44.566	46.045	47.523	49.002	50.480	51.959	53.437	54.916	56.395
1636	44.567	46.046	47.524	49.003	50.482	51.960	53.439	54.918	56.396
1637	44.569	46.047	47.526	49.005	50.483	51.962	53.441	54.919	56.398
1638	44.570	46.049	47.527	49.006	50.485	51.963	53.442	54.921	56.399
1639	44.571	46.050	47.529	49.007	50.486	51.965	53.443	54.922	56.401
1640	44.572	46.051	47.530	49.009	50.487	51.966	53.445	54.924	56.403
1641	44.574	46.052	47.531	49.010	50.489	51.968	53.447	54.925	56.404
1642	44.575	46.054	47.533	49.011	50.490	51.969	53.448	54.927	56.406
1643	44.576	46.055	47.534	49.013	50.492	51.971	53.450	54.928	56.407
1644	44.575	46.055	47.534	49.014	50.493	51.973	53.452	54.931	56.411
1645	44.577	46.056	47.536	49.015	50.494	51.974	53.453	54.933	56.412
1646	44.578	46.057	47.537	49.016	50.496	51.976	53.455	54.935	56.414
1647	44.579	46.059	47.538	49.018	50.497	51.977	53.457	54.936	56.416
1648	44.580	46.060	47.540	49.019	50.499	51.978	53.458	54.938	56.417
1649	44.582	46.061	47.541	49.021	50.500	51.980	53.460	54.939	56.419
1650	44.583	46.063	47.542	49.022	50.502	51.981	53.461	54.941	56.420
1651	44.584	46.064	47.544	49.023	50.503	51.983	53.462	54.942	56.422
1652	44.585	46.065	47.545	49.025	50.504	51.984	53.464	54.944	56.424
1653	44.587	46.066	47.546	49.026	50.506	51.986	53.466	54.945	56.425
1654	44.588	46.068	47.548	49.027	50.507	51.987	53.467	54.947	56.427
1655	44.587	46.067	47.548	49.028	50.509	51.989	53.470	54.950	56.430
1656	44.588	46.069	47.549	49.030	50.510	51.991	53.471	54.951	56.432
1657	44.590	46.070	47.551	49.031	50.512	51.992	53.472	54.953	56.433
1658	44.591	46.071	47.552	49.032	50.513	51.993	53.474	54.954	56.435
1659	44.592	46.073	47.553	49.034	50.514	51.995	53.475	54.956	56.437
1660	44.593	46.074	47.554	49.035	50.516	51.996	53.477	54.958	56.438
1661	44.594	46.075	47.556	49.036	50.517	51.998	53.478	54.959	56.440
1662	44.596	46.076	47.557	49.038	50.518	51.999	53.480	54.961	56.441
1663	44.597	46.078	47.558	49.039	50.520	52.001	53.481	54.962	56.443
1664	44.598	46.079	47.560	49.041	50.521	52.002	53.483	54.964	56.444
1665	44.599	46.080	47.561	49.042	50.523	52.004	53.484	54.965	56.446
1666	44.599	46.080	47.561	49.043	50.524	52.005	53.487	54.968	56.450
1667	44.600	46.081	47.563	49.044	50.526	52.007	53.488	54.970	56.451
1668	44.601	46.083	47.564	49.045	50.527	52.008	53.490	54.971	56.453
1669	44.602	46.084	47.565	49.047	50.528	52.010	53.491	54.973	56.454
1670	44.604	46.085	47.567	49.048	50.530	52.011	53.493	54.974	56.456
1671	44.605	46.086	47.568	49.050	50.531	52.013	53.494	54.976	56.457
1672	44.606	46.088	47.569	49.051	50.532	52.014	53.496	54.977	56.459
1673	44.607	46.089	47.571	49.052	50.534	52.016	53.497	54.979	56.461
1674	44.609	46.090	47.572	49.054	50.535	52.017	53.499	54.980	56.462
1675	44.610	46.091	47.573	49.055	50.537	52.018	53.500	54.982	56.464
1676	44.611	46.093	47.575	49.056	50.538	52.020	53.502	54.983	56.465
1677	44.610	46.093	47.575	49.057	50.540	52.022	53.504	54.986	56.469
1678	44.611	46.094	47.576	49.058	50.541	52.023	53.506	54.988	56.470
1679	44.613	46.095	47.577	49.060	50.542	52.025	53.507	54.989	56.472
1680	44.614	46.096	47.579	49.061	50.544	52.026	53.508	54.991	56.473
1681	44.615	46.098	47.580	49.063	50.545	52.027	53.510	54.992	56.475
1682	44.616	46.099	47.581	49.064	50.546	52.029	53.511	54.994	56.477
1683	44.618	46.100	47.583	49.065	50.548	52.030	53.513	54.996	56.478
1684	44.619	46.101	47.584	49.066	50.549	52.032	53.514	54.997	56.480
1685	44.620	46.103	47.585	49.068	50.550	52.033	53.516	54.998	56.481
1686	44.621	46.104	47.587	49.069	50.552	52.035	53.517	55.000	56.483
1687	44.622	46.105	47.588	49.071	50.553	52.036	53.519	55.001	56.484
1688	44.624	46.106	47.589	49.072	50.555	52.037	53.520	55.003	56.486
1689	44.623	46.106	47.589	49.073	50.556	52.039	53.523	55.006	56.489
1690	44.624	46.107	47.591	49.074	50.557	52.041	53.524	55.007	56.491
1691	44.625	46.109	47.592	49.075	50.559	52.042	53.526	55.009	56.492
1692	44.626	46.110	47.593	49.077	50.560	52.044	53.527	55.011	56.494
1693	44.628	46.111	47.595	49.078	50.562	52.045	53.528	55.012	56.495
1694	44.629	46.112	47.596	49.079	50.563	52.046	53.530	55.013	56.497
1695	44.630	46.114	47.597	49.081	50.564	52.048	53.531	55.015	56.499
1696	44.631	46.115	47.598	49.082	50.566	52.049	53.533	55.016	56.500
1697	44.632	46.116	47.600	49.083	50.567	52.051	53.534	55.018	56.502
1698	44.634	46.117	47.601	49.085	50.568	52.052	53.536	55.019	56.503
1699	44.635	46.119	47.602	49.086	50.570	52.053	53.537	55.021	56.505
1700	44.634	46.118	47.603	49.087	50.571	52.055	53.540	55.024	56.508
1701	44.635	46.120	47.604	49.088	50.572	52.057	53.541	55.025	56.510
1702	44.636	46.121	47.605	49.089	50.574	52.058	53.542	55.027	56.511
1703	44.638	46.122	47.606	49.091	50.575	52.060	53.544	55.028	56.513
1704	44.639	46.123	47.608	49.092	50.577	52.061	53.545	55.030	56.514
1705	44.640	46.125	47.609	49.093	50.578	52.062	53.547	55.031	56.516
1706	44.641	46.126	47.610	49.095	50.579	52.064	53.548	55.033	56.517
1707	44.643	46.127	47.612	49.096	50.581	52.065	53.550	55.034	56.519
1708	44.644	46.128	47.613	49.097	50.582	52.067	53.551	55.036	56.520
1709	44.645	46.130	47.614	49.099	50.583	52.068	53.553	55.037	56.522
1710	44.646	46.131	47.615	49.100	50.585	52.069	53.554	55.039	56.523
1711	44.645	46.130	47.616	49.101	50.586	52.071	53.557	55.042	56.527
1712	44.646	46.132	47.617	49.102	50.587	52.073	53.558	55.043	56.528
1713	44.648	46.133	47.618	49.104	50.589	52.074	53.559	55.045	56.530
1714	44.649	46.134	47.619	49.105	50.590	52.075	53.561	55.046	56.531
1715	44.650	46.135	47.621	49.106	50.592	52.077	53.562	55.048	56.533
1716	44.651	46.137	47.622	49.107	50.593	52.078	53.564	55.049	56.535
1717	44.652	46.138	47.623	49.109	50.594	52.080	53.565	55.051	56.536
1718	44.654	46.139	47.625	49.110	50.596	52.081	53.567	55.052	56.538
1719	44.655	46.140	47.626	49.111	50.597	52.082	53.568	55.053	56.539
1720	44.656	46.142	47.627	49.113	50.598	52.084	53.569	55.055	56.541
1721	44.657	46.143	47.628	49.114	50.600	52.085	53.571	55.056	56.542
1722	44.656	46.143	47.629	49.115	50.601	52.087	53.573	55.059	56.546
