Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
0	29.381	30.651	31.921	33.192	34.462	35.732	37.002	38.273	39.543
1	29.508	30.771	32.035	33.298	34.562	35.826	37.089	38.353	39.616
2	29.636	30.893	32.149	33.406	34.662	35.919	37.175	38.432	39.688
3	29.764	31.013	32.263	33.513	34.762	36.012	37.262	38.512	39.761
4	29.893	31.135	32.378	33.620	34.863	36.105	37.348	38.590	39.833
5	30.022	31.257	32.492	33.728	34.963	36.198	37.433	38.669	39.904
6	30.150	31.378	32.607	33.835	35.063	36.291	37.520	38.748	39.976
7	30.280	31.501	32.722	33.943	35.163	36.384	37.605	38.826	40.047
8	30.410	31.623	32.837	34.050	35.264	36.477	37.690	38.904	40.117
9	30.539	31.745	32.951	34.158	35.364	36.570	37.776	38.983	40.189
10	30.669	31.868	33.067	34.265	35.464	36.663	37.861	39.060	40.259
11	30.799	31.990	33.181	34.373	35.564	36.756	37.947	39.139	40.330
12	30.930	32.113	33.297	34.481	35.664	36.848	38.032	39.216	40.399
13	31.061	32.237	33.413	34.589	35.765	36.941	38.117	39.293	40.468
14	31.191	32.359	33.528	34.696	35.865	37.033	38.202	39.370	40.539
15	31.293	32.461	33.629	34.797	35.965	37.133	38.301	39.470	40.638
16	31.391	32.559	33.727	34.895	36.063	37.231	38.399	39.567	40.736
17	31.487	32.655	33.823	34.991	36.159	37.327	38.495	39.663	40.831
18	31.582	32.750	33.917	35.085	36.253	37.420	38.588	39.756	40.923
19	31.673	32.841	34.009	35.176	36.344	37.512	38.680	39.847	41.015
20	31.763	32.931	34.098	35.266	36.434	37.602	38.769	39.937	41.105
21	31.851	33.019	34.186	35.354	36.522	37.689	38.857	40.024	41.192
22	31.938	33.106	34.273	35.440	36.608	37.775	38.943	40.110	41.277
23	32.022	33.190	34.357	35.525	36.692	37.860	39.027	40.195	41.362
24	32.105	33.272	34.440	35.607	36.775	37.943	39.110	40.278	41.446
25	32.186	33.354	34.521	35.689	36.857	38.024	39.192	40.359	41.527
26	32.266	33.434	34.601	35.769	36.937	38.104	39.272	40.439	41.607
27	32.345	33.513	34.680	35.848	37.015	38.183	39.350	40.518	41.685
28	32.422	33.590	34.757	35.925	37.093	38.260	39.428	40.596	41.763
29	32.499	33.666	34.834	36.001	37.169	38.336	39.504	40.671	41.839
30	32.573	33.741	34.908	36.076	37.244	38.411	39.579	40.746	41.914
31	32.647	33.814	34.982	36.150	37.317	38.485	39.653	40.820	41.988
32	32.719	33.887	35.054	36.222	37.390	38.557	39.725	40.893	42.061
33	32.789	33.957	35.125	36.293	37.461	38.629	39.797	40.965	42.133
34	32.860	34.028	35.196	36.364	37.532	38.700	39.868	41.036	42.204
35	32.928	34.096	35.264	36.433	37.601	38.769	39.938	41.106	42.274
36	32.997	34.165	35.333	36.501	37.669	38.838	40.006	41.174	42.342
37	33.063	34.232	35.400	36.568	37.737	38.905	40.073	41.242	42.410
38	33.129	34.298	35.466	36.635	37.803	38.972	40.140	41.309	42.477
39	33.194	34.363	35.532	36.700	37.869	39.038	40.206	41.375	42.544
40	33.259	34.428	35.596	36.765	37.934	39.103	40.271	41.440	42.609
41	33.323	34.491	35.660	36.829	37.998	39.167	40.335	41.504	42.673
42	33.384	34.553	35.722	36.892	38.061	39.230	40.399	41.569	42.738
43	33.446	34.616	35.785	36.954	38.123	39.293	40.462	41.631	42.800
44	33.508	34.677	35.847	37.016	38.185	39.354	40.523	41.693	42.862
45	33.568	34.737	35.907	37.076	38.246	39.415	40.585	41.755	42.924
46	33.627	34.796	35.966	37.136	38.306	39.476	40.646	41.816	42.986
47	33.686	34.856	36.026	37.196	38.366	39.535	40.705	41.875	43.045
48	33.744	34.914	36.084	37.254	38.424	39.594	40.764	41.934	43.104
49	33.801	34.972	36.142	37.312	38.482	39.653	40.823	41.993	43.163
50	33.858	35.029	36.199	37.369	38.540	39.710	40.881	42.051	43.222
51	33.914	35.085	36.256	37.426	38.597	39.767	40.938	42.109	43.279
52	33.970	35.141	36.311	37.482	38.653	39.824	40.995	42.165	43.336
53	34.025	35.196	36.367	37.538	38.709	39.880	41.051	42.222	43.392
54	34.080	35.251	36.422	37.593	38.764	39.935	41.106	42.277	43.448
55	34.132	35.304	36.475	37.647	38.818	39.990	41.161	42.333	43.504
56	34.186	35.358	36.529	37.701	38.872	40.044	41.216	42.387	43.559
57	34.239	35.411	36.582	37.754	38.926	40.097	41.269	42.441	43.612
58	34.290	35.463	36.635	37.807	38.979	40.151	41.323	42.495	43.667
59	34.343	35.515	36.687	37.859	39.031	40.203	41.376	42.548	43.720
60	34.393	35.566	36.738	37.911	39.083	40.256	41.428	42.601	43.773
61	34.443	35.616	36.789	37.962	39.135	40.308	41.481	42.654	43.826
62	34.495	35.668	36.840	38.013	39.186	40.359	41.532	42.705	43.877
63	34.544	35.717	36.890	38.064	39.237	40.410	41.583	42.756	43.930
64	34.593	35.767	36.940	38.114	39.287	40.461	41.634	42.808	43.981
65	34.642	35.815	36.989	38.163	39.337	40.511	41.685	42.858	44.032
66	34.690	35.864	37.038	38.212	39.386	40.560	41.735	42.909	44.083
67	34.738	35.912	37.087	38.261	39.435	40.610	41.784	42.958	44.133
68	34.785	35.960	37.135	38.309	39.484	40.658	41.833	43.008	44.182
69	34.832	36.007	37.182	38.357	39.532	40.707	41.882	43.057	44.232
70	34.879	36.054	37.229	38.405	39.580	40.755	41.930	43.105	44.280
71	34.926	36.101	37.276	38.452	39.627	40.802	41.978	43.153	44.328
72	34.972	36.147	37.323	38.498	39.674	40.850	42.025	43.201	44.376
73	35.016	36.192	37.368	38.544	39.721	40.897	42.073	43.249	44.425
74	35.062	36.238	37.414	38.590	39.767	40.943	42.119	43.296	44.472
75	35.107	36.283	37.460	38.636	39.813	40.989	42.166	43.342	44.519
76	35.150	36.327	37.504	38.681	39.858	41.035	42.212	43.389	44.566
77	35.195	36.372	37.549	38.726	39.903	41.080	42.258	43.435	44.612
78	35.237	36.415	37.593	38.770	39.948	41.126	42.303	43.481	44.659
79	35.281	36.459	37.637	38.815	39.992	41.170	42.348	43.526	44.704
80	35.323	36.502	37.680	38.858	40.036	41.215	42.393	43.571	44.750
81	35.367	36.545	37.724	38.902	40.080	41.259	42.437	43.615	44.794
82	35.408	36.587	37.766	38.945	40.124	41.303	42.481	43.660	44.839
83	35.450	36.629	37.808	38.988	40.167	41.346	42.525	43.705	44.884
84	35.492	36.672	37.851	39.030	40.210	41.389	42.568	43.748	44.927
85	35.533	36.713	37.893	39.072	40.252	41.432	42.612	43.791	44.971
86	35.573	36.754	37.934	39.114	40.294	41.475	42.655	43.835	45.015
87	35.614	36.794	37.975	39.156	40.336	41.517	42.697	43.878	45.059
88	35.654	36.835	38.016	39.197	40.378	41.559	42.740	43.921	45.102
89	35.695	36.876	38.057	39.238	40.419	41.600	42.781	43.962	45.143
90	35.734	36.916	38.097	39.279	40.460	41.642	42.823	44.004	45.186
91	35.774	36.955	38.137	39.319	40.501	41.683	42.864	44.046	45.228
92	35.813	36.995	38.177	39.359	40.541	41.723	42.906	44.088	45.270
93	35.851	37.034	38.216	39.399	40.582	41.764	42.947	44.129	45.312
94	35.890	37.073	38.256	39.439	40.621	41.804	42.987	44.170	45.353
95	35.928	37.111	38.295	39.478	40.661	41.844	43.028	44.211	45.394
96	35.966	37.150	38.333	39.517	40.700	41.884	43.068	44.251	45.435
97	36.002	37.187	38.371	39.555	40.740	41.924	43.108	44.293	45.477
98	36.040	37.225	38.409	39.594	40.778	41.963	43.148	44.332	45.517
99	36.078	37.262	38.447	39.632	40.817	42.002	43.187	44.372	45.557
100	36.115	37.300	38.485	39.670	40.856	42.041	43.226	44.411	45.596
101	36.152	37.337	38.523	39.708	40.894	42.079	43.265	44.450	45.636
102	36.187	37.373	38.559	39.745	40.932	42.118	43.304	44.490	45.676
103	36.223	37.410	38.596	39.783	40.969	42.156	43.342	44.528	45.715
104	36.260	37.446	38.633	39.820	41.006	42.193	43.380	44.567	45.753
105	36.294	37.481	38.669	39.856	41.044	42.231	43.418	44.606	45.793
106	36.330	37.518	38.705	39.893	41.080	42.268	43.456	44.643	45.831
107	36.366	37.554	38.741	39.929	41.117	42.305	43.493	44.681	45.869
108	36.400	37.588	38.777	39.965	41.154	42.342	43.531	44.719	45.908
109	36.435	37.624	38.812	40.001	41.190	42.379	43.567	44.756	45.945
110	36.468	37.658	38.847	40.036	41.226	42.415	43.604	44.794	45.983
111	36.503	37.693	38.882	40.072	41.262	42.451	43.641	44.830	46.020
112	36.536	37.726	38.917	40.107	41.297	42.487	43.677	44.868	46.058
113	36.571	37.761	38.952	40.142	41.332	42.523	43.713	44.903	46.094
114	36.603	37.794	38.985	40.176	41.367	42.558	43.749	44.940	46.131
115	36.638	37.829	39.020	40.211	41.402	42.593	43.784	44.976	46.167
116	36.670	37.862	39.053	40.245	41.437	42.629	43.820	45.012	46.204
117	36.702	37.894	39.087	40.279	41.471	42.663	43.856	45.048	46.240
118	36.736	37.928	39.120	40.313	41.505	42.698	43.890	45.083	46.275
119	36.767	37.960	39.153	40.346	41.539	42.732	43.925	45.118	46.311
120	36.799	37.992	39.186	40.380	41.573	42.767	43.960	45.154	46.347
121	36.832	38.026	39.219	40.413	41.607	42.800	43.994	45.188	46.381
122	36.863	38.057	39.252	40.446	41.640	42.834	44.029	45.223	46.417
123	36.894	38.089	39.284	40.478	41.673	42.868	44.063	45.258	46.452
124	36.927	38.122	39.316	40.511	41.706	42.901	44.096	45.291	46.486
125	36.957	38.153	39.348	40.543	41.739	42.934	44.130	45.325	46.521
126	36.988	38.184	39.380	40.576	41.772	42.967	44.163	45.359	46.555
127	37.018	38.215	39.411	40.607	41.804	43.000	44.197	45.393	46.589
128	37.048	38.245	39.442	40.639	41.836	43.033	44.230	45.427	46.624
129	37.080	38.277	39.474	40.671	41.868	43.065	44.262	45.459	46.656
130	37.110	38.307	39.505	40.702	41.900	43.097	44.295	45.492	46.690
131	37.139	38.337	39.535	40.733	41.931	43.129	44.327	45.525	46.723
132	37.169	38.367	39.566	40.764	41.963	43.161	44.360	45.558	46.757
133	37.198	38.397	39.596	40.795	41.994	43.193	44.392	45.591	46.790
134	37.227	38.427	39.626	40.826	42.025	43.224	44.424	45.623	46.822
135	37.256	38.456	39.656	40.856	42.056	43.256	44.455	45.655	46.855
136	37.285	38.485	39.686	40.886	42.086	43.287	44.487	45.687	46.888
137	37.314	38.515	39.715	40.916	42.117	43.318	44.518	45.719	46.920
138	37.342	38.544	39.745	40.946	42.147	43.348	44.549	45.751	46.952
139	37.371	38.572	39.774	40.976	42.177	43.379	44.580	45.782	46.984
140	37.399	38.601	39.803	41.005	42.207	43.409	44.611	45.813	47.015
141	37.427	38.629	39.832	41.034	42.237	43.439	44.642	45.844	47.047
142	37.455	38.658	39.861	41.063	42.266	43.469	44.672	45.875	47.078
143	37.482	38.686	39.889	41.092	42.296	43.499	44.702	45.906	47.109
144	37.510	38.714	39.917	41.121	42.325	43.529	44.732	45.936	47.140
145	37.538	38.742	39.946	41.150	42.354	43.558	44.762	45.966	47.170
146	37.565	38.769	39.974	41.178	42.383	43.587	44.792	45.996	47.201
147	37.592	38.797	40.002	41.207	42.412	43.616	44.821	46.026	47.231
148	37.619	38.824	40.029	41.235	42.440	43.645	44.851	46.056	47.261
149	37.646	38.851	40.057	41.263	42.468	43.674	44.880	46.085	47.291
150	37.671	38.877	40.084	41.290	42.496	43.703	44.909	46.116	47.322
151	37.697	38.904	40.111	41.318	42.525	43.731	44.938	46.145	47.352
152	37.724	38.931	40.138	41.345	42.552	43.760	44.967	46.174	47.381
153	37.750	38.957	40.165	41.373	42.580	43.788	44.995	46.203	47.410
154	37.776	38.984	40.192	41.400	42.608	43.816	45.023	46.231	47.439
155	37.800	39.009	40.218	41.426	42.635	43.844	45.052	46.261	47.470
156	37.826	39.035	40.244	41.453	42.662	43.871	45.080	46.289	47.498
157	37.852	39.061	40.270	41.480	42.689	43.899	45.108	46.317	47.527
158	37.877	39.087	40.297	41.506	42.716	43.926	45.135	46.345	47.555
159	37.901	39.111	40.322	41.532	42.743	43.953	45.164	46.374	47.585
160	37.926	39.137	40.348	41.559	42.769	43.980	45.191	46.402	47.612
161	37.951	39.162	40.373	41.585	42.796	44.007	45.218	46.429	47.640
162	37.976	39.188	40.399	41.610	42.822	44.033	45.245	46.456	47.668
163	37.999	39.211	40.424	41.636	42.848	44.060	45.272	46.485	47.697
164	38.024	39.237	40.449	41.662	42.874	44.086	45.299	46.511	47.724
165	38.049	39.261	40.474	41.687	42.900	44.112	45.325	46.538	47.751
166	38.071	39.285	40.498	41.712	42.925	44.139	45.352	46.566	47.779
167	38.096	39.310	40.523	41.737	42.951	44.165	45.378	46.592	47.806
168	38.120	39.334	40.548	41.762	42.976	44.190	45.404	46.618	47.833
169	38.142	39.357	40.572	41.787	43.001	44.216	45.431	46.646	47.861
170	38.166	39.381	40.596	41.811	43.026	44.241	45.457	46.672	47.887
171	38.190	39.405	40.621	41.836	43.051	44.267	45.482	46.697	47.913
172	38.212	39.428	40.644	41.860	43.076	44.292	45.508	46.724	47.940
173	38.235	39.452	40.668	41.884	43.101	44.317	45.533	46.750	47.966
174	38.257	39.474	40.691	41.908	43.125	44.342	45.559	46.776	47.993
175	38.281	39.498	40.715	41.932	43.150	44.367	45.584	46.801	48.018
176	38.304	39.521	40.739	41.956	43.174	44.391	45.609	46.826	48.044
177	38.325	39.543	40.761	41.980	43.198	44.416	45.634	46.852	48.071
178	38.348	39.566	40.785	42.003	43.222	44.440	45.659	46.877	48.095
179	38.369	39.588	40.807	42.026	43.246	44.465	45.684	46.903	48.122
180	38.392	39.611	40.830	42.050	43.269	44.488	45.708	46.927	48.146
181	38.413	39.633	40.853	42.073	43.293	44.513	45.733	46.953	48.173
182	38.435	39.655	40.876	42.096	43.316	44.536	45.756	46.977	48.197
183	38.456	39.677	40.898	42.118	43.339	44.560	45.781	47.002	48.223
184	38.478	39.699	40.920	42.141	43.362	44.583	45.805	47.026	48.247
185	38.498	39.720	40.942	42.164	43.385	44.607	45.829	47.051	48.272
186	38.521	39.742	40.964	42.186	43.408	44.630	45.852	47.074	48.296
187	38.541	39.763	40.986	42.208	43.431	44.654	45.876	47.099	48.321
188	38.562	39.785	41.008	42.231	43.454	44.676	45.899	47.122	48.345
189	38.582	39.806	41.029	42.253	43.476	44.700	45.923	47.146	48.370
190	38.604	39.828	41.051	42.275	43.498	44.722	45.946	47.169	48.393
191	38.624	39.848	41.072	42.296	43.521	44.745	45.969	47.193	48.418
192	38.645	39.869	41.094	42.318	43.543	44.767	45.992	47.216	48.440
193	38.665	39.890	41.115	42.340	43.565	44.790	46.015	47.240	48.465
194	38.686	39.911	41.136	42.361	43.586	44.812	46.037	47.262	48.487
195	38.705	39.931	41.157	42.382	43.608	44.834	46.060	47.286	48.512
196	38.726	39.952	41.178	42.404	43.630	44.856	46.082	47.308	48.534
197	38.745	39.971	41.198	42.425	43.651	44.878	46.105	47.331	48.558
198	38.764	39.991	41.218	42.445	43.673	44.900	46.127	47.354	48.582
199	38.784	40.012	41.239	42.467	43.694	44.921	46.149	47.376	48.603
200	38.803	40.031	41.259	42.487	43.715	44.943	46.171	47.399	48.627
201	38.824	40.052	41.280	42.508	43.736	44.964	46.192	47.420	48.648
202	38.842	40.071	41.300	42.528	43.757	44.986	46.214	47.443	48.672
203	38.861	40.090	41.319	42.548	43.778	45.007	46.236	47.466	48.695
204	38.881	40.110	41.339	42.569	43.798	45.028	46.257	47.487	48.716
205	38.899	40.129	41.359	42.589	43.819	45.049	46.279	47.509	48.739
206	38.917	40.148	41.378	42.609	43.839	45.070	46.300	47.531	48.762
207	38.937	40.167	41.398	42.629	43.860	45.090	46.321	47.552	48.782
208	38.955	40.186	41.417	42.649	43.880	45.111	46.342	47.574	48.805
209	38.972	40.204	41.436	42.668	43.900	45.132	46.363	47.595	48.827
210	38.992	40.224	41.456	42.688	43.920	45.152	46.384	47.616	48.848
211	39.010	40.242	41.475	42.707	43.940	45.172	46.405	47.637	48.870
212	39.027	40.260	41.493	42.726	43.959	45.192	46.426	47.659	48.892
213	39.046	40.280	41.513	42.746	43.979	45.212	46.445	47.679	48.912
214	39.064	40.297	41.531	42.765	43.999	45.232	46.466	47.700	48.933
215	39.081	40.315	41.550	42.784	44.018	45.252	46.487	47.721	48.955
216	39.100	40.334	41.569	42.803	44.037	45.272	46.506	47.741	48.975
217	39.117	40.352	41.587	42.822	44.057	45.292	46.526	47.761	48.996
218	39.134	40.369	41.605	42.840	44.076	45.311	46.547	47.782	49.017
219	39.153	40.388	41.624	42.859	44.095	45.330	46.566	47.801	49.037
220	39.169	40.405	41.641	42.878	44.114	45.350	46.586	47.822	49.058
221	39.186	40.423	41.659	42.896	44.132	45.369	46.606	47.842	49.079
222	39.204	40.441	41.678	42.915	44.151	45.388	46.625	47.861	49.098
223	39.221	40.458	41.695	42.933	44.170	45.407	46.644	47.881	49.119
224	39.237	40.475	41.713	42.951	44.188	45.426	46.664	47.901	49.139
225	39.254	40.492	41.730	42.968	44.207	45.445	46.683	47.921	49.160
226	39.272	40.510	41.748	42.987	44.225	45.463	46.702	47.940	49.178
227	39.288	40.527	41.766	43.004	44.243	45.482	46.721	47.960	49.198
228	39.304	40.543	41.783	43.022	44.261	45.501	46.740	47.979	49.219
229	39.320	40.560	41.800	43.039	44.279	45.519	46.759	47.999	49.239
230	39.338	40.578	41.817	43.057	44.297	45.537	46.777	48.017	49.257
231	39.353	40.594	41.834	43.075	44.315	45.555	46.796	48.036	49.277
232	39.369	40.610	41.851	43.092	44.333	45.574	46.815	48.055	49.296
233	39.385	40.626	41.868	43.109	44.350	45.592	46.833	48.075	49.316
234	39.402	40.644	41.885	43.126	44.368	45.609	46.851	48.092	49.334
235	39.418	40.660	41.902	43.143	44.385	45.627	46.869	48.111	49.353
236	39.433	40.676	41.918	43.160	44.403	45.645	46.887	48.130	49.372
237	39.449	40.691	41.934	43.177	44.420	45.663	46.906	48.149	49.391
238	39.464	40.707	41.950	43.194	44.437	45.681	46.924	48.167	49.411
239	39.481	40.724	41.968	43.211	44.454	45.698	46.941	48.184	49.428
240	39.496	40.740	41.984	43.227	44.471	45.715	46.959	48.203	49.447
241	39.511	40.755	42.000	43.244	44.488	45.733	46.977	48.221	49.466
242	39.526	40.771	42.015	43.260	44.505	45.750	46.995	48.239	49.484
243	39.541	40.786	42.031	43.276	44.522	45.767	47.012	48.258	49.503
244	39.557	40.803	42.048	43.293	44.538	45.784	47.029	48.274	49.520
245	39.572	40.818	42.063	43.309	44.555	45.801	47.046	48.292	49.538
246	39.587	40.833	42.079	43.325	44.571	45.818	47.064	48.310	49.556
247	39.601	40.848	42.094	43.341	44.588	45.834	47.081	48.328	49.574
248	39.616	40.863	42.110	43.357	44.604	45.851	47.098	48.345	49.593
249	39.632	40.879	42.126	43.373	44.620	45.867	47.115	48.362	49.609
250	39.646	40.894	42.141	43.389	44.636	45.884	47.132	48.379	49.627
251	39.660	40.908	42.156	43.404	44.652	45.901	47.149	48.397	49.645
252	39.675	40.923	42.172	43.420	44.668	45.917	47.165	48.414	49.662
253	39.689	40.938	42.187	43.435	44.684	45.933	47.182	48.431	49.680
254	39.703	40.952	42.201	43.451	44.700	45.950	47.199	48.448	49.698
255	39.719	40.968	42.217	43.467	44.716	45.965	47.215	48.464	49.713
256	39.732	40.982	42.232	43.482	44.732	45.981	47.231	48.481	49.731
257	39.746	40.996	42.247	43.497	44.747	45.997	47.248	48.498	49.748
258	39.760	41.011	42.261	43.512	44.763	46.013	47.264	48.515	49.765
259	39.774	41.025	42.276	43.527	44.778	46.029	47.280	48.531	49.783
260	39.787	41.039	42.290	43.542	44.794	46.045	47.297	48.548	49.800
261	39.801	41.053	42.305	43.557	44.809	46.061	47.313	48.565	49.817
262	39.816	41.068	42.320	43.572	44.824	46.076	47.328	48.580	49.832
263	39.830	41.082	42.334	43.587	44.839	46.091	47.344	48.596	49.849
264	39.843	41.096	42.349	43.601	44.854	46.107	47.360	48.613	49.865
265	39.856	41.110	42.363	43.616	44.869	46.122	47.375	48.629	49.882
266	39.870	41.123	42.377	43.630	44.884	46.138	47.391	48.645	49.898
267	39.883	41.137	42.391	43.645	44.899	46.153	47.407	48.661	49.915
268	39.896	41.150	42.405	43.659	44.914	46.168	47.422	48.677	49.931
269	39.909	41.164	42.419	43.673	44.928	46.183	47.438	48.693	49.948
270	39.924	41.178	42.433	43.688	44.943	46.198	47.453	48.707	49.962
271	39.937	41.192	42.447	43.702	44.958	46.213	47.468	48.723	49.978
272	39.950	41.205	42.461	43.716	44.972	46.228	47.483	48.739	49.994
273	39.962	41.218	42.474	43.730	44.986	46.242	47.498	48.754	50.010
274	39.975	41.231	42.488	43.744	45.001	46.257	47.514	48.770	50.026
275	39.988	41.245	42.501	43.758	45.015	46.272	47.529	48.785	50.042
276	40.000	41.258	42.515	43.772	45.029	46.286	47.544	48.801	50.058
277	40.013	41.270	42.528	43.786	45.043	46.301	47.559	48.816	50.074
278	40.025	41.283	42.541	43.799	45.057	46.315	47.573	48.831	50.089
279	40.040	41.297	42.555	43.813	45.071	46.329	47.587	48.845	50.103
280	40.052	41.310	42.569	43.827	45.085	46.344	47.602	48.860	50.119
281	40.064	41.323	42.582	43.840	45.099	46.358	47.617	48.875	50.134
282	40.076	41.336	42.595	43.854	45.113	46.372	47.631	48.890	50.149
283	40.089	41.348	42.608	43.867	45.127	46.386	47.646	48.905	50.165
284	40.101	41.361	42.621	43.880	45.140	46.400	47.660	48.920	50.180
285	40.113	41.373	42.633	43.894	45.154	46.414	47.674	48.935	50.195
286	40.125	41.386	42.646	43.907	45.167	46.428	47.689	48.949	50.210
287	40.137	41.398	42.659	43.920	45.181	46.442	47.703	48.964	50.225
288	40.149	41.410	42.672	43.933	45.194	46.456	47.717	48.978	50.240
289	40.161	41.422	42.684	43.946	45.208	46.469	47.731	48.993	50.255
290	40.172	41.435	42.697	43.959	45.221	46.483	47.745	49.007	50.269
291	40.186	41.448	42.710	43.972	45.234	46.496	47.758	49.020	50.282
292	40.198	41.460	42.723	43.985	45.247	46.510	47.772	49.034	50.297
293	40.209	41.472	42.735	43.998	45.260	46.523	47.786	49.049	50.311
294	40.221	41.484	42.747	44.010	45.273	46.537	47.800	49.063	50.326
295	40.232	41.496	42.759	44.023	45.286	46.550	47.813	49.077	50.340
296	40.244	41.508	42.772	44.035	45.299	46.563	47.827	49.091	50.355
297	40.255	41.519	42.784	44.048	45.312	46.576	47.841	49.105	50.369
298	40.267	41.531	42.796	44.060	45.325	46.589	47.854	49.119	50.383
299	40.278	41.543	42.808	44.073	45.338	46.603	47.868	49.132	50.397
300	40.289	41.554	42.820	44.085	45.350	46.616	47.881	49.146	50.411
301	40.300	41.566	42.832	44.097	45.363	46.629	47.894	49.160	50.425
302	40.312	41.578	42.844	44.110	45.376	46.641	47.907	49.173	50.439
303	40.323	41.589	42.855	44.122	45.388	46.654	47.921	49.187	50.453
304	40.334	41.600	42.867	44.134	45.400	46.667	47.934	49.200	50.467
305	40.345	41.612	42.879	44.146	45.413	46.680	47.947	49.214	50.481
306	40.356	41.623	42.890	44.158	45.425	46.692	47.960	49.227	50.495
307	40.368	41.636	42.903	44.170	45.437	46.705	47.972	49.239	50.506
308	40.379	41.647	42.914	44.182	45.450	46.717	47.985	49.252	50.520
309	40.390	41.658	42.926	44.194	45.462	46.730	47.998	49.266	50.534
310	40.401	41.669	42.937	44.206	45.474	46.742	48.010	49.279	50.547
311	40.411	41.680	42.949	44.217	45.486	46.755	48.023	49.292	50.560
312	40.422	41.691	42.960	44.229	45.498	46.767	48.036	49.305	50.574
313	40.433	41.702	42.971	44.241	45.510	46.779	48.048	49.318	50.587
314	40.443	41.713	42.982	44.252	45.522	46.791	48.061	49.331	50.600
315	40.454	41.724	42.994	44.264	45.534	46.804	48.073	49.343	50.613
316	40.464	41.735	43.005	44.275	45.545	46.816	48.086	49.356	50.626
317	40.475	41.745	43.016	44.287	45.557	46.828	48.098	49.369	50.639
318	40.485	41.756	43.027	44.298	45.569	46.840	48.111	49.381	50.652
319	40.495	41.767	43.038	44.309	45.580	46.852	48.123	49.394	50.665
320	40.506	41.777	43.049	44.320	45.592	46.863	48.135	49.407	50.678
321	40.516	41.788	43.060	44.332	45.603	46.875	48.147	49.419	50.691
322	40.526	41.798	43.071	44.343	45.615	46.887	48.159	49.431	50.704
323	40.536	41.809	43.081	44.354	45.626	46.899	48.171	49.444	50.716
324	40.546	41.819	43.092	44.365	45.638	46.910	48.183	49.456	50.729
325	40.556	41.829	43.103	44.376	45.649	46.922	48.195	49.468	50.741
326	40.566	41.840	43.113	44.387	45.660	46.934	48.207	49.481	50.754
327	40.576	41.850	43.124	44.398	45.671	46.945	48.219	49.493	50.767
328	40.586	41.860	43.134	44.409	45.683	46.957	48.231	49.505	50.779
329	40.596	41.871	43.145	44.419	45.694	46.968	48.242	49.517	50.791
330	40.606	41.881	43.155	44.430	45.705	46.979	48.254	49.529	50.804
331	40.616	41.891	43.166	44.441	45.716	46.991	48.266	49.541	50.816
332	40.625	41.901	43.176	44.451	45.727	47.002	48.277	49.553	50.828
333	40.635	41.911	43.186	44.462	45.738	47.013	48.289	49.564	50.840
334	40.645	41.921	43.197	44.473	45.748	47.024	48.300	49.576	50.852
335	40.654	41.931	43.207	44.483	45.759	47.036	48.312	49.588	50.864
336	40.664	41.941	43.217	44.494	45.770	47.047	48.323	49.600	50.876
337	40.673	41.950	43.227	44.504	45.781	47.058	48.334	49.611	50.888
338	40.683	41.960	43.237	44.514	45.792	47.069	48.346	49.623	50.900
339	40.693	41.970	43.247	44.525	45.802	47.080	48.357	49.634	50.912
340	40.702	41.980	43.257	44.535	45.813	47.091	48.368	49.646	50.924
341	40.713	41.991	43.268	44.546	45.823	47.101	48.378	49.656	50.934
342	40.722	42.000	43.278	44.556	45.834	47.112	48.389	49.667	50.945
343	40.732	42.010	43.288	44.566	45.844	47.122	48.401	49.679	50.957
344	40.741	42.019	43.298	44.576	45.855	47.133	48.412	49.690	50.968
345	40.750	42.029	43.308	44.586	45.865	47.144	48.423	49.701	50.980
346	40.759	42.038	43.317	44.596	45.875	47.154	48.433	49.712	50.991
347	40.769	42.048	43.327	44.606	45.886	47.165	48.444	49.724	51.003
348	40.778	42.057	43.337	44.616	45.896	47.175	48.455	49.735	51.014
349	40.787	42.067	43.346	44.626	45.906	47.186	48.466	49.746	51.026
350	40.796	42.076	43.356	44.636	45.916	47.196	48.477	49.757	51.037
351	40.805	42.085	43.366	44.646	45.926	47.207	48.487	49.768	51.048
352	40.814	42.094	43.375	44.656	45.936	47.217	48.498	49.779	51.059
353	40.823	42.104	43.385	44.666	45.946	47.227	48.508	49.789	51.070
354	40.831	42.113	43.394	44.675	45.956	47.238	48.519	49.800	51.082
355	40.840	42.122	43.403	44.685	45.966	47.248	48.529	49.811	51.093
356	40.849	42.131	43.413	44.694	45.976	47.258	48.540	49.822	51.104
357	40.858	42.140	43.422	44.704	45.986	47.268	48.550	49.832	51.115
358	40.867	42.149	43.431	44.714	45.996	47.278	48.561	49.843	51.125
359	40.875	42.158	43.441	44.723	46.006	47.288	48.571	49.854	51.136
360	40.884	42.167	43.450	44.733	46.016	47.298	48.581	49.864	51.147
361	40.892	42.176	43.459	44.742	46.025	47.308	48.592	49.875	51.158
362	40.899	42.183	43.467	44.751	46.035	47.319	48.603	49.887	51.171
363	40.908	42.192	43.476	44.760	46.044	47.329	48.613	49.897	51.181
364	40.916	42.201	43.485	44.770	46.054	47.339	48.623	49.907	51.192
365	40.925	42.210	43.494	44.779	46.064	47.348	48.633	49.918	51.203
366	40.933	42.218	43.503	44.788	46.073	47.358	48.643	49.928	51.213
